As-Of-Date,Symbol,Name,% of Assets,Market Value
2020-12-31,FSTR,FOSTER (LB) CO A COMMON STOCK USD.01,0.0003472700,48160.0000000000
2020-12-31,CVLY,CODORUS VALLEY BANCORP INC COMMON STOCK USD2.5,0.0003458500,47962.8800000000
2020-12-31,SIEN,SIENTRA INC COMMON STOCK USD.01,0.0003456600,47936.4700000000
2020-12-31,MTNB,MATINAS BIOPHARMA HOLDINGS I COMMON STOCK USD.0001,0.0003441700,47730.5600000000
2020-12-31,KOPN,KOPIN CORP COMMON STOCK USD.01,0.0003434300,47628.0000000000
2020-12-31,RGCO,RGC RESOURCES INC COMMON STOCK USD5.0,0.0003429400,47560.0000000000
2020-12-31,CYBE,CYBEROPTICS CORP COMMON STOCK,0.0003427700,47535.5500000000
2020-12-31,CYCN,CYCLERION THERAPEUTICS INC COMMON STOCK USD.00001,0.0003419200,47417.7600000000
2020-12-31,ESXB,COMMUNITY BANKERS TRUST CORP COMMON STOCK USD.01,0.0003407100,47250.0000000000
2020-12-31,MBIO,MUSTANG BIO INC COMMON STOCK USD.0001,0.0003405900,47233.0200000000
2020-12-31,MHLD,MAIDEN HOLDINGS LTD COMMON STOCK USD.01,0.0003393500,47061.0000000000
2020-12-31,SREV,SERVICESOURCE INTERNATIONAL COMMON STOCK USD.0001,0.0003392700,47050.0800000000
2020-12-31,VRA,VERA BRADLEY INC COMMON STOCK,0.0003391600,47035.6400000000
2020-12-31,HROW,HARROW HEALTH INC COMMON STOCK USD.001,0.0003387400,46977.2800000000
2020-12-31,APT,ALPHA PRO TECH LTD COMMON STOCK USD.01,0.0003387200,46974.9500000000
2020-12-31,NODK,NI HOLDINGS INC COMMON STOCK USD.01,0.0003386300,46961.2000000000
2020-12-31,JAX,J ALEXANDER S HOLDINGS COMMON STOCK USD.001,0.0003379500,46867.4100000000
2020-12-31,ETON,ETON PHARMACEUTICALS INC COMMON STOCK,0.0003373800,46788.1500000000
2020-12-31,SCOR,COMSCORE INC COMMON STOCK USD.001,0.0003355700,46538.1000000000
2020-12-31,NATH,NATHAN S FAMOUS INC COMMON STOCK USD.01,0.0003352700,46495.2400000000
2020-12-31,BCBP,BCB BANCORP INC COMMON STOCK,0.0003352600,46494.0000000000
2020-12-31,QLGN,QUALIGEN THERAPEUTICS INC COMMON STOCK USD.001,0.0003346800,46414.2000000000
2020-12-31,ADMA,ADMA BIOLOGICS INC COMMON STOCK USD.0001,0.0003343400,46367.1000000000
2020-12-31,MLSS,MILESTONE SCIENTIFIC INC COMMON STOCK USD.001,0.0003323800,46095.1600000000
2020-12-31,ARA,AMERICAN RENAL ASSOCIATES HO COMMON STOCK USD.01,0.0003321500,46063.3500000000
2020-12-31,TNAV,TELENAV INC COMMON STOCK USD.001,0.0003321300,46060.0000000000
2020-12-31,BHR,BRAEMAR HOTELS + RESORTS INC REIT USD.01,0.0003292900,45666.6600000000
2020-12-31,XONE,EXONE CO/THE COMMON STOCK USD.01,0.0003253200,45115.4600000000
2020-12-31,EML,EASTERN CO/THE COMMON STOCK,0.0003239200,44922.4000000000
2020-12-31,RRD,RR DONNELLEY + SONS CO COMMON STOCK USD1.25,0.0003238900,44917.5000000000
2020-12-31,SFE,SAFEGUARD SCIENTIFICS INC COMMON STOCK USD.1,0.0003220300,44660.0000000000
2020-12-31,SAMG,SILVERCREST ASSET MANAGEME A COMMON STOCK USD.01,0.0003218100,44628.5700000000
2020-12-31,CFFI,C + F FINANCIAL CORP COMMON STOCK USD1.0,0.0003211100,44532.0000000000
2020-12-31,PTSI,P.A.M. TRANSPORTATION SVCS COMMON STOCK USD.01,0.0003204700,44443.0000000000
2020-12-31,CVLG,COVENANT LOGISTICS GROUP INC COMMON STOCK USD.01,0.0003203700,44430.0000000000
2020-12-31,SBFG,SB FINANCIAL GROUP INC COMMON STOCK,0.0003203000,44420.4000000000
2020-12-31,NBN,NORTHEAST BANK COMMON STOCK USD1.0,0.0003190900,44251.8000000000
2020-12-31,VNTR,VENATOR MATERIALS PLC COMMON STOCK USD.001,0.0003169600,43956.8000000000
2020-12-31,SRT,STARTEK INC COMMON STOCK USD.01,0.0003163500,43871.6800000000
2020-12-31,FCBP,FIRST CHOICE BANCORP COMMON STOCK,0.0003159800,43821.3000000000
2020-12-31,EXTN,EXTERRAN CORP COMMON STOCK USD.01,0.0003157200,43784.5200000000
2020-12-31,MPB,MID PENN BANCORP INC COMMON STOCK USD1.0,0.0003152000,43712.4000000000
2020-12-31,PLBC,PLUMAS BANCORP COMMON STOCK,0.0003151800,43710.0000000000
2020-12-31,FBIZ,FIRST BUSINESS FINANCIAL SER COMMON STOCK USD.01,0.0003144800,43613.2900000000
2020-12-31,INSE,INSPIRED ENTERTAINMENT INC COMMON STOCK,0.0003143800,43599.0800000000
2020-12-31,AC,ASSOCIATED CAPITAL GROUP   A COMMON STOCK USD.001,0.0003142700,43583.9200000000
2020-12-31,NBSE,NEUBASE THERAPEUTICS INC COMMON STOCK,0.0003142100,43575.6600000000
2020-12-31,GENC,GENCOR INDUSTRIES INC COMMON STOCK USD.1,0.0003139700,43542.0000000000
2020-12-31,FRAF,FRANKLIN FINANCIAL SERVICES COMMON STOCK USD1.0,0.0003118500,43248.0000000000
2020-12-31,LIQT,LIQTECH INTERNATIONAL INC COMMON STOCK USD.001,0.0003114500,43192.0000000000
2020-12-31,XAIR,BEYOND AIR INC COMMON STOCK,0.0003104700,43055.9000000000
2020-12-31,BW,BABCOCK + WILCOX ENTERPR COMMON STOCK USD.01,0.0003101500,43011.5400000000
2020-12-31,GLYC,GLYCOMIMETICS INC COMMON STOCK USD.001,0.0003096800,42946.7200000000
2020-12-31,LFT,LUMENT FINANCE TRUST INC REIT USD.01,0.0003079200,42702.9300000000
2020-12-31,AMRB,AMERICAN RIVER BANKSHRS (CA) COMMON STOCK,0.0003076000,42658.6000000000
2020-12-31,GHM,GRAHAM CORP COMMON STOCK USD.1,0.0003074700,42640.6200000000
2020-12-31,RUSHB,RUSH ENTERPRISES INC   CL B COMMON STOCK USD.01,0.0003073700,42626.2500000000
2020-12-31,ESSA,ESSA BANCORP INC COMMON STOCK USD.01,0.0003072900,42615.0000000000
2020-12-31,ORGS,ORGENESIS INC COMMON STOCK USD.001,0.0003071900,42601.5000000000
2020-12-31,MITT,AG MORTGAGE INVESTMENT TRUST REIT USD.01,0.0003059900,42435.7500000000
2020-12-31,ALTM,ALTUS MIDSTREAM CO  A COMMON STOCK USD.0001,0.0003059500,42429.2400000000
2020-12-31,XFOR,X4 PHARMACEUTICALS INC COMMON STOCK USD.001,0.0003041100,42174.3700000000
2020-12-31,OVLY,OAK VALLEY BANCORP COMMON STOCK,0.0003029600,42015.3600000000
2020-12-31,AAIC,ARLINGTON ASSET INVESTMENT A REIT USD.01,0.0003023300,41927.7600000000
2020-12-31,EVI,EVI INDUSTRIES INC COMMON STOCK USD.025,0.0003020400,41888.0000000000
2020-12-31,NWFL,NORWOOD FINANCIAL CORP COMMON STOCK USD.1,0.0003019300,41872.0000000000
2020-12-31,CRD.B,CRAWFORD + CO   CL B COMMON STOCK USD1.0,0.0003011200,41760.0000000000
2020-12-31,FGBI,FIRST GUARANTY BANCSHARES IN COMMON STOCK,0.0003009900,41741.7300000000
2020-12-31,ISTR,INVESTAR HOLDING CORP COMMON STOCK USD1.0,0.0003009100,41730.4200000000
2020-12-31,GBL,GAMCO INVESTORS INC A COMMON STOCK USD.001,0.0003007400,41706.7400000000
2020-12-31,ASPS,ALTISOURCE PORTFOLIO SOL COMMON STOCK USD1.0,0.0002997100,41563.7600000000
2020-12-31,CSTR,CAPSTAR FINANCIAL HOLDINGS I COMMON STOCK USD1.0,0.0002980200,41329.5000000000
2020-12-31,SFBC,SOUND FINANCIAL BANCORP INC COMMON STOCK USD.01,0.0002960200,41052.7500000000
2020-12-31,AMRK,A MARK PRECIOUS METALS INC COMMON STOCK USD.01,0.0002959300,41040.0000000000
2020-12-31,DS,DRIVE SHACK INC COMMON STOCK USD.01,0.0002954400,40971.7000000000
2020-12-31,FLMN,FALCON MINERALS CORP COMMON STOCK USD.0001,0.0002952800,40950.0000000000
2020-12-31,GTT,GTT COMMUNICATIONS INC COMMON STOCK USD.0001,0.0002945200,40844.3700000000
2020-12-31,EEX,EMERALD HOLDING INC COMMON STOCK USD.01,0.0002941700,40796.3400000000
2020-12-31,CZWI,CITIZENS COMMUNITY BANCORP I COMMON STOCK USD.01,0.0002940000,40772.1600000000
2020-12-31,MBCN,MIDDLEFIELD BANC CORP COMMON STOCK,0.0002933300,40680.0000000000
2020-12-31,REFR,RESEARCH FRONTIERS INC COMMON STOCK USD.0001,0.0002931900,40660.7000000000
2020-12-31,ORN,ORION GROUP HOLDINGS INC COMMON STOCK USD.01,0.0002910900,40369.4400000000
2020-12-31,UNTY,UNITY BANCORP INC COMMON STOCK,0.0002909400,40347.4500000000
2020-12-31,GNE,GENIE ENERGY LTD B COMMON STOCK,0.0002903600,40267.8500000000
2020-12-31,NGS,NATURAL GAS SERVICES GROUP COMMON STOCK USD.01,0.0002879900,39939.2400000000
2020-12-31,CDTX,CIDARA THERAPEUTICS INC COMMON STOCK USD.0001,0.0002874500,39864.0000000000
2020-12-31,CBAN,COLONY BANKCORP COMMON STOCK USD1.0,0.0002858600,39642.9000000000
2020-12-31,SRGA,SURGALIGN HOLDINGS INC COMMON STOCK USD.001,0.0002858300,39639.0000000000
2020-12-31,OSG,OVERSEAS SHIPHOLDING GROUP A COMMON STOCK,0.0002854700,39590.0000000000
2020-12-31,FVE,FIVE STAR SENIOR LIVING INC COMMON STOCK USD.01,0.0002840000,39385.2000000000
2020-12-31,SCPH,SCPHARMACEUTICALS INC COMMON STOCK,0.0002826900,39204.1900000000
2020-12-31,BWFG,BANKWELL FINANCIAL GROUP INC COMMON STOCK NPV,0.0002819400,39100.0000000000
2020-12-31,TCFC,COMMUNITY FINANCIAL CORP/THE COMMON STOCK USD.01,0.0002818300,39084.4800000000
2020-12-31,ELMD,ELECTROMED INC COMMON STOCK USD.01,0.0002816100,39053.6100000000
2020-12-31,SAL,SALISBURY BANCORP INC COMMON STOCK USD.1,0.0002797600,38798.0700000000
2020-12-31,REV,REVLON INC CLASS A COMMON STOCK USD.01,0.0002788400,38669.4000000000
2020-12-31,WHG,WESTWOOD HOLDINGS GROUP INC COMMON STOCK USD.01,0.0002773900,38468.5000000000
2020-12-31,PTN,PALATIN TECHNOLOGIES INC COMMON STOCK USD.01,0.0002772800,38453.0200000000
2020-12-31,PKBK,PARKE BANCORP INC COMMON STOCK USD.1,0.0002769400,38407.2000000000
2020-12-31,FUNC,FIRST UNITED CORP COMMON STOCK USD.01,0.0002766200,38362.5000000000
2020-12-31,DLA,DELTA APPAREL INC COMMON STOCK USD.01,0.0002759800,38273.4900000000
2020-12-31,PVAC,PENN VIRGINIA CORP COMMON STOCK,0.0002759200,38265.5000000000
2020-12-31,LJPC,LA JOLLA PHARMACEUTICAL CO COMMON STOCK USD.01,0.0002759200,38264.5600000000
2020-12-31,EVBN,EVANS BANCORP INC COMMON STOCK USD.5,0.0002744400,38060.2800000000
2020-12-31,AQMS,AQUA METALS INC COMMON STOCK,0.0002744100,38055.0000000000
2020-12-31,BFIN,BANKFINANCIAL CORP COMMON STOCK USD.01,0.0002735600,37938.3800000000
2020-12-31,HWBK,HAWTHORN BANCSHARES INC COMMON STOCK USD1.0,0.0002733500,37908.9000000000
2020-12-31,PFBI,PREMIER FINANCIAL BANCORP COMMON STOCK,0.0002729300,37849.9200000000
2020-12-31,MFNC,MACKINAC FINANCIAL CORP COMMON STOCK,0.0002726200,37807.8800000000
2020-12-31,DHX,DHI GROUP INC COMMON STOCK USD.01,0.0002723900,37775.5200000000
2020-12-31,TIPT,TIPTREE INC COMMON STOCK USD.001,0.0002716300,37670.0800000000
2020-12-31,XAN,EXANTAS CAPITAL CORP REIT USD.001,0.0002714000,37637.6700000000
2020-12-31,GCBC,GREENE COUNTY BANCORP INC COMMON STOCK USD.1,0.0002707400,37546.7700000000
2020-12-31,QUAD,QUAD GRAPHICS INC COMMON STOCK USD.025,0.0002699400,37436.0000000000
2020-12-31,EVOK,EVOKE PHARMA INC COMMON STOCK USD.0001,0.0002678600,37146.8400000000
2020-12-31,MMAC,MMA CAPITAL HOLDINGS INC COMMON STOCK,0.0002659000,36875.4000000000
2020-12-31,CORR,CORENERGY INFRASTRUCTURE TRU REIT USD.001,0.0002657900,36859.8500000000
2020-12-31,UIHC,UNITED INSURANCE HOLDINGS CO COMMON STOCK USD.0001,0.0002655800,36831.0800000000
2020-12-31,SVBI,SEVERN BANCORP INC/MD COMMON STOCK USD.01,0.0002643200,36656.7600000000
2020-12-31,CRD.A,CRAWFORD + COMPANY  CL A COMMON STOCK USD1.0,0.0002631300,36491.8200000000
2020-12-31,PDLB,PDL COMMUNITY BANCORP COMMON STOCK,0.0002625200,36406.6400000000
2020-12-31,AIM,AIM IMMUNOTECH INC COMMON STOCK USD.001,0.0002622200,36365.6400000000
2020-12-31,AYTU,AYTU BIOSCIENCE INC COMMON STOCK USD.0001,0.0002619100,36322.5200000000
2020-12-31,FBSS,FAUQUIER BANKSHARES INC COMMON STOCK USD3.13,0.0002613000,36237.3000000000
2020-12-31,MLP,MAUI LAND + PINEAPPLE CO COMMON STOCK,0.0002601500,36077.3700000000
2020-12-31,CBIO,CATALYST BIOSCIENCES INC COMMON STOCK USD.001,0.0002600300,36061.6500000000
2020-12-31,ORRF,ORRSTOWN FINL SERVICES INC COMMON STOCK,0.0002594400,35979.7000000000
2020-12-31,SGA,SAGA COMMUNICATIONS INC CL A COMMON STOCK USD.01,0.0002591100,35933.9200000000
2020-12-31,WLFC,WILLIS LEASE FINANCE CORP COMMON STOCK USD.01,0.0002585200,35851.4200000000
2020-12-31,FCCO,FIRST COMMUNITY CORP COMMON STOCK USD1.0,0.0002577600,35746.9600000000
2020-12-31,BPRN,THE BANK OF PRINCETON COMMON STOCK USD5.0,0.0002567500,35606.6100000000
2020-12-31,CEMI,CHEMBIO DIAGNOSTICS INC COMMON STOCK USD.01,0.0002564400,35563.2500000000
2020-12-31,EOLS,EVOLUS INC COMMON STOCK USD.00001,0.0002559900,35501.7600000000
2020-12-31,EGY,VAALCO ENERGY INC COMMON STOCK USD.1,0.0002559600,35497.3500000000
2020-12-31,PROV,PROVIDENT FINANCIAL HLDGS COMMON STOCK USD.01,0.0002544300,35284.6600000000
2020-12-31,ACRX,ACELRX PHARMACEUTICALS INC COMMON STOCK,0.0002542700,35263.1200000000
2020-12-31,EARN,ELLINGTON RESIDENTIAL MORTGA REIT USD.01,0.0002527500,35051.5200000000
2020-12-31,SBT,STERLING BANCORP INC/MI COMMON STOCK,0.0002517800,34917.1400000000
2020-12-31,FTK,FLOTEK INDUSTRIES INC COMMON STOCK USD.0001,0.0002516400,34897.2900000000
2020-12-31,MBII,MARRONE BIO INNOVATIONS INC COMMON STOCK USD.00001,0.0002499400,34662.5000000000
2020-12-31,TGLS,TECNOGLASS INC COMMON STOCK USD.0001,0.0002489800,34529.2700000000
2020-12-31,PBPB,POTBELLY CORP COMMON STOCK USD.01,0.0002478900,34377.2000000000
2020-12-31,NTIC,NORTHERN TECHNOLOGIES INTL COMMON STOCK USD.02,0.0002473200,34298.8800000000
2020-12-31,ZEUS,OLYMPIC STEEL INC COMMON STOCK,0.0002451000,33991.5000000000
2020-12-31,ENZ,ENZO BIOCHEM INC COMMON STOCK USD.01,0.0002447800,33946.9200000000
2020-12-31,ASRV,AMERISERV FINANCIAL INC COMMON STOCK USD.01,0.0002437300,33800.8700000000
2020-12-31,GAIA,GAIA INC COMMON STOCK USD.0001,0.0002422200,33592.0000000000
2020-12-31,GFED,GUARANTY FEDERAL BNCSHS INC COMMON STOCK USD.1,0.0002422200,33591.9300000000
2020-12-31,ESQ,ESQUIRE FINANCIAL HOLDINGS I COMMON STOCK USD.01,0.0002421600,33582.5000000000
2020-12-31,ZAGG,ZAGG INC COMMON STOCK USD.001,0.0002405500,33360.0000000000
2020-12-31,TZOO,TRAVELZOO COMMON STOCK USD.01,0.0002379700,33002.2400000000
2020-12-31,CHMG,CHEMUNG FINANCIAL CORP COMMON STOCK USD.01,0.0002369700,32863.6000000000
2020-12-31,PEBK,PEOPLES BANCORP OF NC COMMON STOCK,0.0002368700,32849.5400000000
2020-12-31,SOLY,SOLITON INC COMMON STOCK USD.001,0.0002366300,32816.6400000000
2020-12-31,FONR,FONAR CORP COMMON STOCK USD.0001,0.0002340800,32463.2000000000
2020-12-31,ADES,ADVANCED EMISSIONS SOLUTIONS COMMON STOCK,0.0002340300,32455.5000000000
2020-12-31,GEG,GREAT ELM GROUP INC COMMON STOCK,0.0002329600,32307.3400000000
2020-12-31,HALL,HALLMARK FINL SERVICES INC COMMON STOCK USD.18,0.0002323700,32225.1200000000
2020-12-31,GDP,GOODRICH PETROLEUM CORP COMMON STOCK,0.0002305700,31975.2100000000
2020-12-31,MHH,MASTECH DIGITAL INC COMMON STOCK USD.01,0.0002290700,31768.2000000000
2020-12-31,FCCY,1ST CONSTITUTION BANCORP COMMON STOCK,0.0002288700,31740.0000000000
2020-12-31,HBIO,HARVARD BIOSCIENCE INC COMMON STOCK USD.01,0.0002263100,31385.6400000000
2020-12-31,BSGM,BIOSIG TECHNOLOGIES INC COMMON STOCK USD.001,0.0002252000,31231.2000000000
2020-12-31,DWSN,DAWSON GEOPHYSICAL CO COMMON STOCK USD.01,0.0002236900,31021.9600000000
2020-12-31,CLPR,CLIPPER REALTY INC REIT USD.01,0.0002236800,31020.0000000000
2020-12-31,ZYNE,ZYNERBA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0002236300,31013.4000000000
2020-12-31,UNB,UNION BANKSHARES INC /VT COMMON STOCK USD2.0,0.0002224700,30852.0000000000
2020-12-31,HBB,HAMILTON BEACH BRAND A COMMON STOCK,0.0002209600,30642.5000000000
2020-12-31,DLTH,DULUTH HOLDINGS INC   CL B COMMON STOCK,0.0002208200,30624.0000000000
2020-12-31,IRMD,IRADIMED CORP COMMON STOCK USD.0001,0.0002193200,30415.2000000000
2020-12-31,MLVF,MALVERN BANCORP INC COMMON STOCK USD.01,0.0002186200,30318.0000000000
2020-12-31,ESTE,EARTHSTONE ENERGY INC   A COMMON STOCK USD.001,0.0002157300,29917.2900000000
2020-12-31,XCUR,EXICURE INC COMMON STOCK,0.0002143900,29732.4600000000
2020-12-31,CATB,CATABASIS PHARMACEUTICALS IN COMMON STOCK USD.001,0.0002143800,29731.0200000000
2020-12-31,CBFV,CB FINANCIAL SERVICES INC COMMON STOCK,0.0002138300,29654.8200000000
2020-12-31,NXTC,NEXTCURE INC COMMON STOCK USD.001,0.0002126800,29495.4000000000
2020-12-31,RELL,RICHARDSON ELEC LTD COMMON STOCK USD.05,0.0002107400,29225.5500000000
2020-12-31,PBIP,PRUDENTIAL BANCORP INC COMMON STOCK USD.01,0.0002106200,29209.6500000000
2020-12-31,UBFO,UNITED SECURITY BANCSHARE/CA COMMON STOCK,0.0002096000,29067.1500000000
2020-12-31,DGLY,DIGITAL ALLY INC COMMON STOCK USD.001,0.0002089100,28971.5400000000
2020-12-31,AFI,ARMSTRONG FLOORING INC COMMON STOCK USD.0001,0.0002078800,28829.5400000000
2020-12-31,ULBI,ULTRALIFE CORP COMMON STOCK USD.1,0.0002063000,28610.3400000000
2020-12-31,TTI,TETRA TECHNOLOGIES INC COMMON STOCK USD.01,0.0002051400,28449.3100000000
2020-12-31,RVSB,RIVERVIEW BANCORP INC COMMON STOCK USD.01,0.0002048100,28404.0000000000
2020-12-31,FFNW,FIRST FINANCIAL NORTHWEST COMMON STOCK USD.01,0.0002027900,28123.8000000000
2020-12-31,AE,ADAMS RESOURCES + ENERGY INC COMMON STOCK USD.1,0.0002026300,28100.6000000000
2020-12-31,ANIX,ANIXA BIOSCIENCES INC COMMON STOCK USD.01,0.0002025300,28087.4300000000
2020-12-31,SCYX,SCYNEXIS INC COMMON STOCK USD.001,0.0002010100,27876.6000000000
2020-12-31,BLPH,BELLEROPHON THERAPEUTICS INC COMMON STOCK USD.01,0.0002008500,27853.9200000000
2020-12-31,PCYG,PARK CITY GROUP INC COMMON STOCK USD.01,0.0002007400,27839.4800000000
2020-12-31,PHAS,PHASEBIO PHARMACEUTICALS INC COMMON STOCK USD.001,0.0001996600,27689.7600000000
2020-12-31,INTT,INTEST CORP COMMON STOCK USD.01,0.0001992600,27633.9900000000
2020-12-31,SMHI,SEACOR MARINE HOLDINGS INC COMMON STOCK USD.01,0.0001966800,27276.1500000000
2020-12-31,CSLT,CASTLIGHT HEALTH INC B COMMON STOCK USD.0001,0.0001950300,27046.5000000000
2020-12-31,OVBC,OHIO VALLEY BANC CORP COMMON STOCK USD1.0,0.0001938300,26880.4000000000
2020-12-31,SD,SANDRIDGE ENERGY INC COMMON STOCK USD.001,0.0001929800,26762.3000000000
2020-12-31,TWIN,TWIN DISC INC COMMON STOCK,0.0001927400,26729.2500000000
2020-12-31,BBW,BUILD A BEAR WORKSHOP INC COMMON STOCK USD.01,0.0001916400,26576.4800000000
2020-12-31,FNCB,FNCB BANCORP INC COMMON STOCK USD1.25,0.0001916100,26572.8000000000
2020-12-31,CRBP,CORBUS PHARMACEUTICALS HOLDI COMMON STOCK USD.0001,0.0001902100,26378.7500000000
2020-12-31,TYME,TYME TECHNOLOGIES INC COMMON STOCK,0.0001856200,25742.0000000000
2020-12-31,ABEO,ABEONA THERAPEUTICS INC COMMON STOCK USD.01,0.0001842600,25553.3200000000
2020-12-31,HIL,HILL INTERNATIONAL INC COMMON STOCK USD.0001,0.0001840200,25520.6400000000
2020-12-31,PXLW,PIXELWORKS INC COMMON STOCK USD.001,0.0001824600,25303.8600000000
2020-12-31,MRAM,EVERSPIN TECHNOLOGIES INC COMMON STOCK USD.0001,0.0001790800,24835.4000000000
2020-12-31,LNSR,LENSAR INC COMMON STOCK,0.0001787900,24795.0000000000
2020-12-31,EPM,EVOLUTION PETROLEUM CORP COMMON STOCK USD.001,0.0001783600,24735.1500000000
2020-12-31,CVU,CPI AEROSTRUCTURES INC COMMON STOCK USD.001,0.0001772900,24587.3600000000
2020-12-31,BGSF,BG STAFFING INC COMMON STOCK USD.01,0.0001761600,24430.3900000000
2020-12-31,RLH,RED LION HOTELS CORP COMMON STOCK USD.01,0.0001746400,24220.0000000000
2020-12-31,FNHC,FEDNAT HOLDING CO COMMON STOCK USD.01,0.0001743800,24183.2000000000
2020-12-31,ELOX,ELOXX PHARMACEUTICALS INC COMMON STOCK USD.01,0.0001737700,24098.9000000000
2020-12-31,APRE,APREA THERAPEUTICS INC COMMON STOCK USD.001,0.0001723500,23901.3600000000
2020-12-31,IDRA,IDERA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0001718800,23836.6500000000
2020-12-31,MDCA,MDC PARTNERS INC A COMMON STOCK,0.0001713400,23762.1700000000
2020-12-31,PMBC,PACIFIC MERCANTILE BANCORP COMMON STOCK,0.0001700800,23587.4600000000
2020-12-31,MNTX,MANITEX INTERNATIONAL INC COMMON STOCK,0.0001692600,23472.8400000000
2020-12-31,TRCH,TORCHLIGHT ENERGY RESOURCES COMMON STOCK USD.001,0.0001667300,23122.4000000000
2020-12-31,CELC,CELCUITY INC COMMON STOCK USD.001,0.0001660300,23025.0000000000
2020-12-31,HWCC,HOUSTON WIRE + CABLE CO COMMON STOCK USD.001,0.0001655300,22956.1200000000
2020-12-31,SRTS,SENSUS HEALTHCARE INC COMMON STOCK USD.01,0.0001643000,22785.5800000000
2020-12-31,AGFS,AGROFRESH SOLUTIONS INC COMMON STOCK,0.0001636800,22700.0000000000
2020-12-31,RDI,READING INTERNATIONAL INC A COMMON STOCK USD.01,0.0001609400,22318.9200000000
2020-12-31,NTWK,NETSOL TECHNOLOGIES INC COMMON STOCK USD.001,0.0001562100,21663.8000000000
2020-12-31,ELVT,ELEVATE CREDIT INC COMMON STOCK,0.0001552500,21530.0400000000
2020-12-31,RNWK,REALNETWORKS INC COMMON STOCK USD.001,0.0001531300,21236.2800000000
2020-12-31,ENOB,ENOCHIAN BIOSCIENCES INC COMMON STOCK,0.0001526500,21169.2000000000
2020-12-31,FARM,FARMER BROS CO COMMON STOCK USD1.0,0.0001515300,21015.0000000000
2020-12-31,ATNM,ACTINIUM PHARMACEUTICALS INC COMMON STOCK USD.01,0.0001503400,20849.4000000000
2020-12-31,ONVO,ORGANOVO HOLDINGS INC COMMON STOCK USD.0001,0.0001496200,20750.1000000000
2020-12-31,MCHX,MARCHEX INC CLASS B COMMON STOCK USD.01,0.0001493900,20717.2000000000
2020-12-31,ALOT,ASTRONOVA INC COMMON STOCK USD.05,0.0001459100,20235.0000000000
2020-12-31,FET,FORUM ENERGY TECHNOLOGIES IN COMMON STOCK USD.01,0.0001439000,19956.3000000000
2020-12-31,NERV,MINERVA NEUROSCIENCES INC COMMON STOCK USD.0001,0.0001428700,19812.7800000000
2020-12-31,CFRX,CONTRAFECT CORP COMMON STOCK USD.0001,0.0001425600,19770.7500000000
2020-12-31,OVID,OVID THERAPEUTICS INC COMMON STOCK USD.001,0.0001425200,19764.3600000000
2020-12-31,TH,TARGET HOSPITALITY CORP COMMON STOCK USD.0001,0.0001423300,19738.9400000000
2020-12-31,CWBR,COHBAR INC COMMON STOCK USD.001,0.0001418500,19672.5400000000
2020-12-31,LEE,LEE ENTERPRISES COMMON STOCK USD.01,0.0001403700,19467.0000000000
2020-12-31,LXU,LSB INDUSTRIES INC COMMON STOCK USD.1,0.0001368900,18984.0000000000
2020-12-31,EXPR,EXPRESS INC COMMON STOCK,0.0001365900,18942.5600000000
2020-12-31,GALT,GALECTIN THERAPEUTICS INC COMMON STOCK USD.001,0.0001294300,17949.1200000000
2020-12-31,KINS,KINGSTONE COS INC COMMON STOCK USD.01,0.0001292800,17928.4000000000
2020-12-31,BXG,BLUEGREEN VACATIONS CORP COMMON STOCK USD.01,0.0001272700,17650.6200000000
2020-12-31,APRN,BLUE APRON HOLDINGS INC A COMMON STOCK USD.0001,0.0001257200,17435.2100000000
2020-12-31,,CONTRA ADURO BIOTECH I COMMON STOCK,0.0001243200,17241.0000000000
2020-12-31,SYNL,SYNALLOY CORP COMMON STOCK USD1.0,0.0001237400,17160.0000000000
2020-12-31,SOHO,SOTHERLY HOTELS INC REIT USD.01,0.0001236300,17145.0000000000
2020-12-31,REPH,RECRO PHARMA INC COMMON STOCK USD.01,0.0001207600,16746.6000000000
2020-12-31,QUIK,QUICKLOGIC CORP COMMON STOCK USD.001,0.0001196200,16588.8300000000
2020-12-31,WTER,ALKALINE WATER CO INC/THE COMMON STOCK,0.0001189700,16499.3600000000
2020-12-31,AGE,AGEX THERAPEUTICS INC COMMON STOCK USD.0001,0.0001166700,16180.4000000000
2020-12-31,GEN,GENESIS HEALTHCARE INC COMMON STOCK USD.001,0.0001137700,15778.4400000000
2020-12-31,AMPY,AMPLIFY ENERGY CORP COMMON STOCK,0.0001133300,15717.3800000000
2020-12-31,HDSN,HUDSON TECHNOLOGIES INC COMMON STOCK USD.01,0.0001126100,15617.5200000000
